stop_id,stop_name,lat,lon,route
Teman_Bus_Koridor_2_38,H. PHB,-2.98748221999997,104.7418254000001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_39,H. Kemang Manis,-2.98917351999997,104.7383137000001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_40,H. Pasca Sarjana,-2.990337549999939,104.7290500200001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_41,H. Simpang SMA 10,-2.992099119999984,104.7266162800001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_42,H. Parameswara,-2.988501749999978,104.7255322200001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_43,H. PMK,-2.984213029999982,104.72438443,Teman Bus Koridor 2
Teman_Bus_Koridor_2_44,H. Kancil Putih,-2.980254319999975,104.72422077,Teman Bus Koridor 2
Teman_Bus_Koridor_2_45,H. Perpustakaan Daerah,-2.976196629999948,104.72561418,Teman Bus Koridor 2
Teman_Bus_Koridor_2_46,H. RS Siti Khadijah,-2.970041249999959,104.7320567400001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_47,H. Griya Agung,-2.974471639999954,104.7269361800001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_48,H. LRT Demang,-2.964321549999969,104.7357951000001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_49,H. Sersan Sani,-2.954229399999978,104.75017289,Teman Bus Koridor 2
Teman_Bus_Koridor_2_50,H. BLPTB,-2.953209299999967,104.75304714,Teman Bus Koridor 2
Teman_Bus_Koridor_2_51,H. R. Sukamto,-2.952100319999948,104.7574669900001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_52,H. PTC,-2.951715289999955,104.7612915400001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_53,H. Komplek Kedamaian,-2.949168849999982,104.7748273400001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_54, H. Kumbang,-2.949017349999993,104.7776538000001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_55, H. PLN Celentang,-2.950404679999959,104.7843666600001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_56,H. The Basilica,-2.948831059999997,104.7854418900001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_57,H. Azzahra,-2.94239789999995,104.7840244100001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_58,H. Lrg Pancasila,-2.939994559999954,104.7829736900001,Teman Bus Koridor 2
Teman_Bus_Koridor_2_59,H. Lrg. Manalagi,-2.937059149999928,104.78297301,Teman Bus Koridor 2
Teman_Bus_Koridor_2_60,Terminal Sako,-2.931202319999961,104.79039943,Teman Bus Koridor 2
Teman_Bus_Koridor_5_1,Teman Bus Koridor 5 - Halte 1,-2.96126,104.68,Teman Bus Koridor 5
Teman_Bus_Koridor_5_2,Teman Bus Koridor 5 - Halte 2,-2.96123,104.68,Teman Bus Koridor 5
Teman_Bus_Koridor_5_3,Teman Bus Koridor 5 - Halte 3,-2.96105,104.681,Teman Bus Koridor 5
Teman_Bus_Koridor_5_4,Teman Bus Koridor 5 - Halte 4,-2.96116,104.681,Teman Bus Koridor 5
Teman_Bus_Koridor_5_5,Teman Bus Koridor 5 - Halte 5,-2.96118,104.682,Teman Bus Koridor 5
Teman_Bus_Koridor_5_6,Teman Bus Koridor 5 - Halte 6,-2.96278,104.683,Teman Bus Koridor 5
Teman_Bus_Koridor_5_7,Teman Bus Koridor 5 - Halte 7,-2.963,104.683,Teman Bus Koridor 5
Teman_Bus_Koridor_5_8,Teman Bus Koridor 5 - Halte 8,-2.96622,104.683,Teman Bus Koridor 5
Teman_Bus_Koridor_5_9,Teman Bus Koridor 5 - Halte 9,-2.96715,104.683,Teman Bus Koridor 5
Teman_Bus_Koridor_5_10,Teman Bus Koridor 5 - Halte 10,-2.9676,104.683,Teman Bus Koridor 5
Teman_Bus_Koridor_5_11,Teman Bus Koridor 5 - Halte 11,-2.96763,104.683,Teman Bus Koridor 5
Teman_Bus_Koridor_5_12,Teman Bus Koridor 5 - Halte 12,-2.96766,104.683,Teman Bus Koridor 5
Teman_Bus_Koridor_5_13,Teman Bus Koridor 5 - Halte 13,-2.96851,104.685,Teman Bus Koridor 5
Teman_Bus_Koridor_5_14,Teman Bus Koridor 5 - Halte 14,-2.97157,104.686,Teman Bus Koridor 5
Teman_Bus_Koridor_5_15,Teman Bus Koridor 5 - Halte 15,-2.97162,104.686,Teman Bus Koridor 5
Teman_Bus_Koridor_5_16,Teman Bus Koridor 5 - Halte 16,-2.97196,104.688,Teman Bus Koridor 5
Teman_Bus_Koridor_5_17,Teman Bus Koridor 5 - Halte 17,-2.97209,104.689,Teman Bus Koridor 5
Teman_Bus_Koridor_5_18,Teman Bus Koridor 5 - Halte 18,-2.97402,104.69,Teman Bus Koridor 5
Teman_Bus_Koridor_5_19,Teman Bus Koridor 5 - Halte 19,-2.97418,104.69,Teman Bus Koridor 5
Teman_Bus_Koridor_5_20,Teman Bus Koridor 5 - Halte 20,-2.97455,104.691,Teman Bus Koridor 5
Teman_Bus_Koridor_5_21,Teman Bus Koridor 5 - Halte 21,-2.97482,104.692,Teman Bus Koridor 5
Teman_Bus_Koridor_5_22,Teman Bus Koridor 5 - Halte 22,-2.97476,104.693,Teman Bus Koridor 5
Teman_Bus_Koridor_5_23,Teman Bus Koridor 5 - Halte 23,-2.9747,104.693,Teman Bus Koridor 5
Teman_Bus_Koridor_5_24,Teman Bus Koridor 5 - Halte 24,-2.97484,104.695,Teman Bus Koridor 5
Teman_Bus_Koridor_5_25,Teman Bus Koridor 5 - Halte 25,-2.97492,104.695,Teman Bus Koridor 5
Teman_Bus_Koridor_5_26,Teman Bus Koridor 5 - Halte 26,-2.97496,104.695,Teman Bus Koridor 5
Teman_Bus_Koridor_5_27,Teman Bus Koridor 5 - Halte 27,-2.9774,104.698,Teman Bus Koridor 5
Teman_Bus_Koridor_5_28,Teman Bus Koridor 5 - Halte 28,-2.97789,104.699,Teman Bus Koridor 5
Teman_Bus_Koridor_5_29,Teman Bus Koridor 5 - Halte 29,-2.97824,104.7,Teman Bus Koridor 5
Teman_Bus_Koridor_5_30,Teman Bus Koridor 5 - Halte 30,-2.97833,104.7,Teman Bus Koridor 5
Teman_Bus_Koridor_5_31,Teman Bus Koridor 5 - Halte 31,-2.97834,104.7,Teman Bus Koridor 5
Teman_Bus_Koridor_5_32,Teman Bus Koridor 5 - Halte 32,-2.97984,104.702,Teman Bus Koridor 5
Teman_Bus_Koridor_5_33,Teman Bus Koridor 5 - Halte 33,-2.97984,104.702,Teman Bus Koridor 5
Teman_Bus_Koridor_5_34,Teman Bus Koridor 5 - Halte 34,-2.98168,104.704,Teman Bus Koridor 5
Teman_Bus_Koridor_5_35,Teman Bus Koridor 5 - Halte 35,-2.98175,104.704,Teman Bus Koridor 5
Teman_Bus_Koridor_5_36,Teman Bus Koridor 5 - Halte 36,-2.98153,104.707,Teman Bus Koridor 5
Teman_Bus_Koridor_5_37,Teman Bus Koridor 5 - Halte 37,-2.98154,104.707,Teman Bus Koridor 5
Teman_Bus_Koridor_5_38,Teman Bus Koridor 5 - Halte 38,-2.98154,104.708,Teman Bus Koridor 5
Teman_Bus_Koridor_5_39,Teman Bus Koridor 5 - Halte 39,-2.98134,104.709,Teman Bus Koridor 5
Teman_Bus_Koridor_5_40,Teman Bus Koridor 5 - Halte 40,-2.98202,104.711,Teman Bus Koridor 5
Teman_Bus_Koridor_5_41,Teman Bus Koridor 5 - Halte 41,-2.98245,104.712,Teman Bus Koridor 5
Teman_Bus_Koridor_5_42,Teman Bus Koridor 5 - Halte 42,-2.98241,104.712,Teman Bus Koridor 5
Teman_Bus_Koridor_5_43,Teman Bus Koridor 5 - Halte 43,-2.98206,104.713,Teman Bus Koridor 5
Teman_Bus_Koridor_5_44,Teman Bus Koridor 5 - Halte 44,-2.98166,104.714,Teman Bus Koridor 5
Teman_Bus_Koridor_5_45,Teman Bus Koridor 5 - Halte 45,-2.98158,104.714,Teman Bus Koridor 5
Teman_Bus_Koridor_5_46,Teman Bus Koridor 5 - Halte 46,-2.98057,104.716,Teman Bus Koridor 5
Teman_Bus_Koridor_5_47,Teman Bus Koridor 5 - Halte 47,-2.97502,104.714,Teman Bus Koridor 5
Teman_Bus_Koridor_5_48,Teman Bus Koridor 5 - Halte 48,-2.97577,104.714,Teman Bus Koridor 5
Teman_Bus_Koridor_5_49,Teman Bus Koridor 5 - Halte 49,-2.97581,104.715,Teman Bus Koridor 5
Teman_Bus_Koridor_5_50,Teman Bus Koridor 5 - Halte 50,-2.98112,104.716,Teman Bus Koridor 5
Teman_Bus_Koridor_5_51,Teman Bus Koridor 5 - Halte 51,-2.98121,104.716,Teman Bus Koridor 5
Teman_Bus_Koridor_5_52,Teman Bus Koridor 5 - Halte 52,-2.98228,104.717,Teman Bus Koridor 5
Teman_Bus_Koridor_5_53,Teman Bus Koridor 5 - Halte 53,-2.98427,104.718,Teman Bus Koridor 5
Teman_Bus_Koridor_5_54,Teman Bus Koridor 5 - Halte 54,-2.98574,104.718,Teman Bus Koridor 5
Teman_Bus_Koridor_5_55,Teman Bus Koridor 5 - Halte 55,-2.98601,104.718,Teman Bus Koridor 5
Teman_Bus_Koridor_5_56,Teman Bus Koridor 5 - Halte 56,-2.98626,104.718,Teman Bus Koridor 5
Teman_Bus_Koridor_5_57,Teman Bus Koridor 5 - Halte 57,-2.98623,104.718,Teman Bus Koridor 5
Teman_Bus_Koridor_5_58,Teman Bus Koridor 5 - Halte 58,-2.98628,104.718,Teman Bus Koridor 5
Teman_Bus_Koridor_5_59,Teman Bus Koridor 5 - Halte 59,-2.98636,104.718,Teman Bus Koridor 5
Teman_Bus_Koridor_5_60,Teman Bus Koridor 5 - Halte 60,-2.98718,104.72,Teman Bus Koridor 5
Teman_Bus_Koridor_5_61,Teman Bus Koridor 5 - Halte 61,-2.98702,104.721,Teman Bus Koridor 5
Teman_Bus_Koridor_5_62,Teman Bus Koridor 5 - Halte 62,-2.98696,104.721,Teman Bus Koridor 5
Teman_Bus_Koridor_5_63,Teman Bus Koridor 5 - Halte 63,-2.98692,104.723,Teman Bus Koridor 5
Teman_Bus_Koridor_5_64,Teman Bus Koridor 5 - Halte 64,-2.98695,104.723,Teman Bus Koridor 5
Teman_Bus_Koridor_5_65,Teman Bus Koridor 5 - Halte 65,-2.98696,104.723,Teman Bus Koridor 5
Teman_Bus_Koridor_5_66,Teman Bus Koridor 5 - Halte 66,-2.98625,104.725,Teman Bus Koridor 5
Teman_Bus_Koridor_5_67,Teman Bus Koridor 5 - Halte 67,-2.9854,104.725,Teman Bus Koridor 5
Teman_Bus_Koridor_5_68,Teman Bus Koridor 5 - Halte 68,-2.98435,104.724,Teman Bus Koridor 5
Teman_Bus_Koridor_5_69,Teman Bus Koridor 5 - Halte 69,-2.98377,104.724,Teman Bus Koridor 5
Teman_Bus_Koridor_5_70,Teman Bus Koridor 5 - Halte 70,-2.98246,104.724,Teman Bus Koridor 5
Teman_Bus_Koridor_5_71,Teman Bus Koridor 5 - Halte 71,-2.98047,104.724,Teman Bus Koridor 5
Teman_Bus_Koridor_5_72,Teman Bus Koridor 5 - Halte 72,-2.97849,104.725,Teman Bus Koridor 5
Teman_Bus_Koridor_5_73,Teman Bus Koridor 5 - Halte 73,-2.97652,104.725,Teman Bus Koridor 5
Teman_Bus_Koridor_5_74,Teman Bus Koridor 5 - Halte 74,-2.97642,104.726,Teman Bus Koridor 5
Teman_Bus_Koridor_5_75,Teman Bus Koridor 5 - Halte 75,-2.97627,104.726,Teman Bus Koridor 5
Teman_Bus_Koridor_5_76,Teman Bus Koridor 5 - Halte 76,-2.97588,104.726,Teman Bus Koridor 5
Teman_Bus_Koridor_5_77,Teman Bus Koridor 5 - Halte 77,-2.97456,104.727,Teman Bus Koridor 5
Teman_Bus_Koridor_5_78,Teman Bus Koridor 5 - Halte 78,-2.9745,104.727,Teman Bus Koridor 5
Teman_Bus_Koridor_5_79,Teman Bus Koridor 5 - Halte 79,-2.97416,104.727,Teman Bus Koridor 5
Teman_Bus_Koridor_5_80,Teman Bus Koridor 5 - Halte 80,-2.97394,104.728,Teman Bus Koridor 5
Teman_Bus_Koridor_5_81,Teman Bus Koridor 5 - Halte 81,-2.97254,104.729,Teman Bus Koridor 5
Teman_Bus_Koridor_5_82,Teman Bus Koridor 5 - Halte 82,-2.97091,104.731,Teman Bus Koridor 5
Teman_Bus_Koridor_5_83,Teman Bus Koridor 5 - Halte 83,-2.96965,104.733,Teman Bus Koridor 5
Teman_Bus_Koridor_5_84,Teman Bus Koridor 5 - Halte 84,-2.96926,104.733,Teman Bus Koridor 5
Teman_Bus_Koridor_5_85,Teman Bus Koridor 5 - Halte 85,-2.97065,104.737,Teman Bus Koridor 5
Teman_Bus_Koridor_5_86,Teman Bus Koridor 5 - Halte 86,-2.97068,104.737,Teman Bus Koridor 5
Teman_Bus_Koridor_5_87,Teman Bus Koridor 5 - Halte 87,-2.97081,104.738,Teman Bus Koridor 5
Teman_Bus_Koridor_5_88,Teman Bus Koridor 5 - Halte 88,-2.97126,104.739,Teman Bus Koridor 5
Teman_Bus_Koridor_5_89,Teman Bus Koridor 5 - Halte 89,-2.97493,104.742,Teman Bus Koridor 5
Teman_Bus_Koridor_5_90,Teman Bus Koridor 5 - Halte 90,-2.97533,104.742,Teman Bus Koridor 5
Teman_Bus_Koridor_5_91,Teman Bus Koridor 5 - Halte 91,-2.97674,104.745,Teman Bus Koridor 5
Teman_Bus_Koridor_5_92,Teman Bus Koridor 5 - Halte 92,-2.97933,104.744,Teman Bus Koridor 5
Teman_Bus_Koridor_5_93,Teman Bus Koridor 5 - Halte 93,-2.97778,104.741,Teman Bus Koridor 5
Teman_Bus_Koridor_5_94,Teman Bus Koridor 5 - Halte 94,-2.9777,104.741,Teman Bus Koridor 5
Teman_Bus_Koridor_5_95,Teman Bus Koridor 5 - Halte 95,-2.97766,104.741,Teman Bus Koridor 5
Teman_Bus_Koridor_5_96,Teman Bus Koridor 5 - Halte 96,-2.97762,104.741,Teman Bus Koridor 5
Teman_Bus_Koridor_5_97,Teman Bus Koridor 5 - Halte 97,-2.97484,104.738,Teman Bus Koridor 5
LRT_Sumsel_1,Stasiun LRT Punti Kayu,-2.940535,104.72382,LRT Sumsel
LRT_Sumsel_2,Stasiun LRT RSDU Prov Sumsel,-2.948308,104.732686,LRT Sumsel
LRT_Sumsel_3,Stasiun LRT Garuda Dempo,-2.956055,104.735784,LRT Sumsel
LRT_Sumsel_4,Stasiun LRT Demang,-2.964308,104.736048,LRT Sumsel
LRT_Sumsel_5,Stasiun LRT Bandara SMB 2,-2.894114,104.705661,LRT Sumsel
LRT_Sumsel_6,Stasiun LRT Asrama Haji,-2.919806,104.71165,LRT Sumsel
LRT_Sumsel_7,Stasiun LRT Bumi Sriwijaya,-2.977152,104.744793,LRT Sumsel
LRT_Sumsel_8,Stasiun LRT Dishub,-2.978429,104.749119,LRT Sumsel
LRT_Sumsel_9,Stasiun LRT Pasar Cinde,-2.980622,104.756007,LRT Sumsel
LRT_Sumsel_10,Stasiun LRT Pasar 16 Ilir,-2.988717,104.761762,LRT Sumsel
LRT_Sumsel_11,Stasiun LRT Polresta,-3.004957,104.772349,LRT Sumsel
LRT_Sumsel_12,Stasiun LRT Jakabaring,-3.023214,104.784621,LRT Sumsel
LRT_Sumsel_13,Stasiun LRT DJKA,-3.031568,104.790251,LRT Sumsel
