Bus Stop,Ordinat_X,Ordinat_Y,Deskripsi (Nama Halte dan Alamat)
1,104.772646,-3.005205,Koridor 4 Feeder (Sta Polresta - Perum OPI)
2,104.774609,-3.0129,Stop 2
3,104.77495,-3.026408,Stop 3
4,104.779937,-3.036145,Stop 4
5,104.784603,-3.044529,Stop 5
6,104.782203,-3.041752,Stop 6
7,104.779183,-3.033971,Stop 7
8,104.77503,-3.022531,Stop 8
9,104.772652,-3.005228,Koridor 4 Feeder (Sta Polresta - Perum OPI)
